transaction_id,customer_id,amount,merchant_category,country,transaction_hour,device_type,previous_transaction_minutes,transactions_last_24h,customer_age,is_fraud
TXN005580,CUST00163,11.87,online,DE,16,mobile,165.14,2,30,0
TXN005581,CUST00366,60.96,retail,AE,10,desktop,36.52,3,46,0
TXN005582,CUST01263,53.24,grocery,US,6,desktop,145.12,5,66,0
TXN005583,CUST00072,48.31,online,US,23,desktop,220.48,3,72,0
TXN005584,CUST01469,27.6,travel,US,6,desktop,39.77,4,51,0
TXN005585,CUST00655,206.59,electronics,US,12,desktop,246.59,0,51,0
TXN005586,CUST00269,54.23,online,DE,18,desktop,80.24,8,55,0
TXN005587,CUST00415,12.57,grocery,US,16,mobile,880.82,1,56,0
TXN005588,CUST01269,42.45,fuel,US,17,mobile,696.04,2,65,0
TXN005589,CUST01016,70.28,grocery,CA,12,mobile,288.44,1,42,0
TXN005590,CUST00675,18.39,restaurant,US,16,mobile,75.54,2,52,0
TXN005591,CUST01084,98.42,travel,US,17,desktop,498.23,3,37,0
TXN005592,CUST00006,48.52,electronics,US,20,mobile,1207.46,4,48,0
TXN005593,CUST00982,3.18,restaurant,GB,19,mobile,111.67,3,63,0
TXN005594,CUST00570,44.69,entertainment,US,1,mobile,171.62,2,61,0
TXN005595,CUST00407,22.06,retail,GB,18,mobile,1.08,4,71,0
TXN005596,CUST01241,56.67,retail,US,14,desktop,8.01,0,42,0
TXN005597,CUST00026,85.13,online,US,8,desktop,124.98,6,72,0
TXN005598,CUST01029,40.25,retail,ET,13,desktop,169.17,3,75,0
TXN005599,CUST00986,175.08,retail,DE,18,mobile,67.42,5,75,0
TXN005600,CUST00390,27.7,electronics,CA,7,mobile,18.79,1,46,0
TXN005601,CUST00710,61.86,restaurant,CA,11,tablet,274.41,2,67,0
TXN005602,CUST00571,74.06,grocery,US,16,mobile,97.67,2,69,0
TXN005603,CUST01472,30.04,travel,AE,11,desktop,188.38,1,67,0
TXN005604,CUST00754,72.15,retail,FR,14,desktop,189.07,1,63,0
TXN005605,CUST00146,18.27,online,CA,4,mobile,142.47,0,51,0
TXN005606,CUST01412,21.7,fuel,NG,1,mobile,35.39,1,27,1
TXN005607,CUST00785,8.91,grocery,US,19,mobile,172.32,1,36,0
TXN005608,CUST01273,42.16,grocery,GB,17,tablet,69.97,1,56,0
TXN005609,CUST00526,45.84,travel,IN,2,mobile,307.79,3,28,0
TXN005610,CUST01486,107.69,retail,US,4,mobile,38.64,2,57,0
TXN005611,CUST00013,73.05,electronics,US,1,mobile,61.94,3,57,0
TXN005612,CUST00903,24.91,retail,DE,8,mobile,104.47,5,53,0
TXN005613,CUST00384,10.19,grocery,US,23,desktop,242.48,2,40,0
TXN005614,CUST00556,51.05,online,NG,4,mobile,229.62,2,72,1
TXN005615,CUST00887,100.56,online,US,16,mobile,74.01,3,61,0
TXN005616,CUST01423,70.47,retail,GB,20,mobile,128.68,5,55,0
TXN005617,CUST00019,97.95,grocery,US,19,mobile,48.04,3,42,0
TXN005618,CUST00575,26.79,restaurant,US,14,mobile,264.83,3,61,0
TXN005619,CUST00751,20.77,restaurant,NG,12,mobile,39.43,2,66,0
TXN005620,CUST01004,15.85,retail,FR,8,desktop,308.01,1,62,0
TXN005621,CUST00419,31.32,grocery,US,1,mobile,497.24,2,38,0
TXN005622,CUST01361,30.61,grocery,US,22,mobile,860.66,1,55,0
TXN005623,CUST00419,40.72,online,DE,1,mobile,350.04,2,44,0
TXN005624,CUST00122,29.1,online,AE,10,desktop,45.12,3,19,0
TXN005625,CUST00432,28.97,entertainment,DE,2,desktop,96.97,2,23,0
TXN005626,CUST00044,15.23,retail,GB,2,tablet,16.75,5,52,0
TXN005627,CUST01341,84.91,online,US,9,mobile,32.36,3,26,0
TXN005628,CUST00381,35.75,retail,AE,23,mobile,9.18,5,37,0
TXN005629,CUST00145,27.81,fuel,FR,1,mobile,184.44,2,72,0
TXN005630,CUST01351,15.68,restaurant,US,0,mobile,137.13,1,69,0
TXN005631,CUST00363,8.74,retail,US,5,desktop,448.03,3,50,0
TXN005632,CUST01074,122.48,fuel,CA,5,desktop,111.92,2,64,0
TXN005633,CUST01089,57.66,electronics,AE,10,mobile,185.05,2,46,0
TXN005634,CUST00355,6.53,fuel,FR,15,desktop,92.43,2,44,0
TXN005635,CUST00800,71.03,electronics,AE,0,desktop,318.38,3,18,0
TXN005636,CUST01188,83.3,grocery,US,4,desktop,469.58,8,30,0
TXN005637,CUST01165,37.5,fuel,CA,9,mobile,101.73,7,20,0
TXN005638,CUST00826,163.71,entertainment,AE,20,mobile,15.54,0,18,0
TXN005639,CUST01152,41.13,fuel,US,22,mobile,32.14,3,37,0
TXN005640,CUST00398,8.03,restaurant,US,5,mobile,229.48,8,57,0
TXN005641,CUST00880,47.71,retail,CA,10,mobile,70.82,3,75,0
TXN005642,CUST00463,42.3,grocery,NG,15,desktop,277.0,5,43,0
TXN005643,CUST00808,18.11,electronics,US,19,mobile,249.36,4,29,0
TXN005644,CUST00187,58.77,restaurant,US,12,desktop,213.33,2,23,0
TXN005645,CUST00732,6.25,grocery,US,11,desktop,302.97,4,71,0
TXN005646,CUST01214,89.17,electronics,US,17,mobile,254.32,3,67,0
TXN005647,CUST01412,13.76,online,US,12,mobile,180.23,3,26,0
TXN005648,CUST00429,12.37,retail,CA,4,desktop,0.76,3,73,1
TXN005649,CUST00858,29.55,retail,NG,12,desktop,130.5,4,72,0
TXN005650,CUST01308,51.06,entertainment,GB,12,tablet,162.81,1,53,0
TXN005651,CUST00237,39.01,travel,US,18,desktop,582.33,3,37,0
TXN005652,CUST01218,15.76,fuel,AE,18,desktop,189.22,0,27,1
TXN005653,CUST01311,19.96,entertainment,GB,12,desktop,154.22,3,27,0
TXN005654,CUST00771,10.66,travel,US,10,mobile,140.24,5,48,0
TXN005655,CUST00758,26.45,entertainment,US,15,desktop,19.62,1,37,0
TXN005656,CUST00136,97.03,travel,ET,22,tablet,100.43,1,42,0
TXN005657,CUST00792,32.97,electronics,DE,13,mobile,25.97,2,62,0
TXN005658,CUST00171,78.21,online,CA,9,mobile,9.74,0,48,0
TXN005659,CUST00159,141.94,fuel,US,1,mobile,71.94,3,64,0
TXN005660,CUST00201,18.39,fuel,ET,7,tablet,186.64,2,58,0
TXN005661,CUST00962,27.48,electronics,US,22,mobile,362.86,4,26,0
TXN005662,CUST00583,290.38,online,FR,7,desktop,299.28,4,70,0
TXN005663,CUST00876,140.38,retail,GB,21,desktop,62.84,2,58,0
TXN005664,CUST00371,6.22,retail,US,20,desktop,8.48,3,66,0
TXN005665,CUST00103,48.77,restaurant,US,19,desktop,92.75,2,41,0
TXN005666,CUST01002,33.13,restaurant,US,13,tablet,68.04,2,21,0
TXN005667,CUST01149,75.68,fuel,US,23,mobile,83.53,3,54,0
TXN005668,CUST01337,15.72,electronics,US,13,mobile,147.41,3,62,0
TXN005669,CUST00976,14.3,grocery,CA,17,mobile,5.56,5,41,0
TXN005670,CUST00798,16.84,electronics,CA,14,mobile,83.4,2,31,0
TXN005671,CUST01482,18.69,entertainment,CA,21,mobile,147.22,3,25,0
TXN005672,CUST01254,74.84,entertainment,GB,15,mobile,101.49,0,66,0
TXN005673,CUST00658,10.16,travel,ET,13,desktop,198.05,2,44,0
TXN005674,CUST00882,17.77,travel,NG,9,mobile,37.07,1,59,0
TXN005675,CUST01221,5.53,online,US,21,desktop,30.07,2,70,0
TXN005676,CUST00733,90.66,restaurant,CA,20,mobile,66.24,2,47,0
TXN005677,CUST00423,118.04,online,US,1,mobile,19.31,2,67,0
TXN005678,CUST00572,23.88,grocery,US,4,mobile,48.52,3,31,0
TXN005679,CUST00171,24.58,travel,GB,2,mobile,16.36,3,57,0
TXN005680,CUST01406,52.1,electronics,US,22,mobile,92.54,2,57,0
TXN005681,CUST00173,144.67,fuel,FR,6,mobile,223.72,3,75,0
TXN005682,CUST00663,49.83,online,US,23,desktop,60.77,2,35,0
TXN005683,CUST00453,16.49,electronics,US,11,mobile,0.67,3,30,0
TXN005684,CUST00350,6.56,grocery,NG,9,mobile,146.58,5,46,0
TXN005685,CUST00494,10.86,restaurant,US,10,mobile,211.94,2,45,0
TXN005686,CUST00620,35.63,online,US,16,desktop,89.36,1,65,0
TXN005687,CUST01028,17.2,grocery,US,3,mobile,63.43,1,69,0
TXN005688,CUST01117,40.24,grocery,IN,5,mobile,121.43,0,67,0
TXN005689,CUST00919,19.05,online,US,6,mobile,19.21,5,21,0
TXN005690,CUST00006,11.49,fuel,US,4,desktop,185.87,2,44,0
TXN005691,CUST00288,10.21,restaurant,FR,5,mobile,237.89,2,53,1
TXN005692,CUST01170,157.96,travel,GB,16,mobile,219.52,2,41,0
TXN005693,CUST01448,80.56,retail,AE,13,desktop,71.73,4,75,0
TXN005694,CUST00608,186.89,retail,US,10,desktop,332.94,5,74,0
TXN005695,CUST00457,56.82,restaurant,IN,4,mobile,528.23,4,41,0
TXN005696,CUST01226,21.54,entertainment,ET,1,mobile,63.45,4,20,0
TXN005697,CUST01236,124.38,online,US,13,tablet,54.86,3,62,0
TXN005698,CUST01030,32.04,retail,US,15,mobile,219.2,6,36,0
TXN005699,CUST00624,41.3,travel,IN,1,mobile,221.75,1,56,0
TXN005700,CUST00376,31.73,fuel,GB,16,mobile,128.56,2,66,0
TXN005701,CUST00447,1.74,fuel,CA,15,desktop,462.26,1,26,0
TXN005702,CUST00835,164.8,travel,FR,8,mobile,28.47,4,39,0
TXN005703,CUST01130,54.11,entertainment,CA,19,mobile,116.8,3,75,0
TXN005704,CUST00811,46.05,restaurant,US,19,mobile,6.45,3,39,0
TXN005705,CUST01425,31.13,grocery,US,8,mobile,9.74,2,72,0
TXN005706,CUST01120,38.99,electronics,CA,4,tablet,9.93,0,33,0
TXN005707,CUST01412,18.22,retail,US,3,mobile,121.83,5,73,0
TXN005708,CUST00959,61.35,travel,US,6,mobile,160.03,5,25,0
TXN005709,CUST01476,8.96,online,FR,4,mobile,0.63,6,34,1
TXN005710,CUST00849,39.89,online,US,23,desktop,180.21,5,65,0
TXN005711,CUST00809,58.07,grocery,US,2,mobile,121.1,4,54,0
TXN005712,CUST00979,27.15,electronics,AE,7,desktop,45.6,1,44,0
TXN005713,CUST00416,47.98,fuel,CA,15,mobile,2.74,5,52,0
TXN005714,CUST00726,12.29,retail,US,5,desktop,30.55,3,52,0
TXN005715,CUST00454,12.61,grocery,ET,8,mobile,165.08,4,31,0
TXN005716,CUST01315,41.96,electronics,GB,21,mobile,193.57,2,69,0
TXN005717,CUST01217,65.27,grocery,US,19,mobile,187.46,1,60,0
TXN005718,CUST00150,5.08,restaurant,US,17,mobile,29.92,3,58,0
TXN005719,CUST00759,55.81,electronics,US,10,desktop,435.88,1,39,0
TXN005720,CUST00779,19.24,online,AE,18,mobile,95.26,7,39,0
TXN005721,CUST00973,27.31,restaurant,US,6,tablet,262.99,2,69,0
TXN005722,CUST00763,8.68,restaurant,CA,9,mobile,32.78,5,28,0
TXN005723,CUST01002,14.13,fuel,NG,4,mobile,114.47,2,49,1
TXN005724,CUST01417,87.02,retail,US,6,mobile,132.69,5,44,0
TXN005725,CUST01340,34.22,restaurant,US,22,mobile,264.82,3,37,0
TXN005726,CUST00076,22.58,fuel,US,5,mobile,174.89,2,63,0
TXN005727,CUST00599,29.47,restaurant,US,17,mobile,91.74,6,51,0
TXN005728,CUST01294,54.01,retail,GB,20,desktop,59.76,5,36,0
TXN005729,CUST00225,51.44,fuel,GB,14,desktop,649.86,6,27,0
TXN005730,CUST00113,30.72,entertainment,US,9,mobile,60.27,2,30,0
TXN005731,CUST00251,98.79,grocery,US,5,desktop,24.96,3,68,0
TXN005732,CUST01257,87.4,online,US,23,mobile,64.31,3,69,0
TXN005733,CUST00841,50.07,online,IN,0,desktop,71.26,4,45,0
TXN005734,CUST00714,34.97,restaurant,DE,9,mobile,24.62,2,25,0
TXN005735,CUST01107,63.9,restaurant,CA,22,mobile,221.67,5,70,0
TXN005736,CUST00125,45.34,online,US,14,desktop,173.77,4,39,0
TXN005737,CUST01199,95.66,fuel,US,13,mobile,68.53,4,71,0
TXN005738,CUST01093,81.42,grocery,US,15,desktop,893.13,2,45,0
TXN005739,CUST01071,11.96,online,IN,4,desktop,191.56,1,33,0
TXN005740,CUST00884,11.18,grocery,FR,13,desktop,218.64,2,34,0
TXN005741,CUST01280,16.42,grocery,CA,15,desktop,146.63,3,57,0
TXN005742,CUST00030,87.89,online,CA,13,mobile,144.36,7,59,0
TXN005743,CUST00281,6.85,restaurant,US,6,desktop,3.64,6,66,0
TXN005744,CUST00924,49.14,travel,US,18,mobile,265.25,5,57,0
TXN005745,CUST01261,47.59,electronics,US,3,desktop,434.92,2,36,0
TXN005746,CUST01272,105.92,online,US,17,mobile,23.47,2,66,0
TXN005747,CUST00368,39.66,travel,US,21,mobile,285.81,3,71,0
TXN005748,CUST00495,8.64,retail,US,20,desktop,137.56,2,55,0
TXN005749,CUST01049,12.69,electronics,CA,14,desktop,60.46,1,35,0
TXN005750,CUST00718,10.16,fuel,NG,16,tablet,456.63,2,54,0
TXN005751,CUST01017,19.34,restaurant,NG,0,mobile,3.15,2,46,1
TXN005752,CUST01338,27.58,travel,US,23,mobile,57.65,3,32,0
TXN005753,CUST00606,10.32,online,US,14,tablet,391.28,4,38,0
TXN005754,CUST00375,144.12,restaurant,CA,15,mobile,118.06,0,73,0
TXN005755,CUST00639,8.8,travel,AE,23,desktop,164.45,4,24,0
TXN005756,CUST01049,127.24,restaurant,IN,21,desktop,249.37,3,68,0
TXN005757,CUST01358,108.33,grocery,AE,10,desktop,28.82,2,53,0
TXN005758,CUST01379,81.31,restaurant,GB,8,desktop,43.61,6,65,0
TXN005759,CUST00116,16.55,fuel,US,16,desktop,1186.58,4,39,0
TXN005760,CUST00048,46.64,fuel,US,14,mobile,48.8,2,72,0
TXN005761,CUST00099,9.23,restaurant,US,7,tablet,139.46,1,54,0
TXN005762,CUST01483,82.34,electronics,CA,17,mobile,63.87,6,23,0
TXN005763,CUST00405,30.75,grocery,US,7,mobile,343.19,1,57,0
TXN005764,CUST01238,21.99,restaurant,DE,2,mobile,587.48,4,31,0
TXN005765,CUST00685,9.74,fuel,DE,21,desktop,27.42,0,34,0
TXN005766,CUST00903,2.78,online,US,22,desktop,165.19,3,18,0
TXN005767,CUST00503,11.72,restaurant,NG,18,mobile,300.43,1,61,0
TXN005768,CUST01472,100.77,restaurant,US,13,desktop,311.72,2,19,0
TXN005769,CUST00894,22.14,entertainment,NG,1,desktop,104.51,1,59,1
TXN005770,CUST00258,27.96,restaurant,NG,0,desktop,45.97,2,62,0
TXN005771,CUST00844,63.79,electronics,US,4,mobile,88.13,2,55,0
TXN005772,CUST00121,201.48,fuel,US,16,desktop,250.36,4,63,0
TXN005773,CUST00810,124.59,online,US,0,desktop,914.34,2,66,0
TXN005774,CUST00978,12.52,travel,FR,20,tablet,145.46,1,53,0
TXN005775,CUST00054,4.75,retail,US,15,mobile,39.07,2,72,0
TXN005776,CUST01019,350.59,restaurant,IN,2,mobile,7.71,0,67,1
TXN005777,CUST01355,320.21,fuel,US,9,mobile,517.84,0,38,0
TXN005778,CUST00784,39.98,grocery,GB,18,mobile,118.76,4,22,0
TXN005779,CUST00241,9.3,online,IN,10,mobile,226.96,3,37,0
TXN005780,CUST00483,86.77,retail,GB,22,mobile,194.28,5,58,0
TXN005781,CUST01013,29.73,travel,US,2,desktop,398.74,3,75,0
TXN005782,CUST00187,29.58,fuel,CA,1,mobile,55.69,2,39,0
TXN005783,CUST00656,81.0,entertainment,US,2,mobile,104.92,2,57,0
TXN005784,CUST00262,46.26,grocery,US,14,mobile,440.82,5,40,0
TXN005785,CUST00953,10.12,fuel,US,19,mobile,158.56,0,75,0
TXN005786,CUST01388,23.93,retail,US,8,desktop,13.33,4,74,0
TXN005787,CUST00491,64.15,online,ET,14,mobile,38.93,2,18,0
TXN005788,CUST00431,55.16,restaurant,US,1,desktop,48.74,6,30,0
TXN005789,CUST00239,43.04,grocery,DE,5,mobile,914.56,5,41,0
TXN005790,CUST00304,84.22,restaurant,US,4,desktop,45.68,3,42,0
TXN005791,CUST00298,23.06,grocery,US,5,mobile,366.8,2,60,0
TXN005792,CUST00076,39.59,online,US,4,mobile,14.64,4,45,0
TXN005793,CUST01357,1.13,grocery,US,21,desktop,36.1,2,21,0
TXN005794,CUST00999,21.12,restaurant,US,11,mobile,370.11,2,40,0
TXN005795,CUST00642,71.09,travel,CA,3,mobile,412.56,4,66,0
TXN005796,CUST01498,22.41,travel,IN,23,desktop,34.89,1,21,0
TXN005797,CUST00827,20.78,online,US,22,mobile,47.01,5,57,0
TXN005798,CUST00283,11.69,fuel,US,13,desktop,136.12,4,75,0
TXN005799,CUST00591,90.32,grocery,US,13,mobile,9.74,5,51,0
TXN005800,CUST00072,57.31,grocery,NG,10,mobile,523.01,2,37,0
TXN005801,CUST01287,75.6,grocery,DE,0,mobile,80.92,3,34,0
TXN005802,CUST00703,5.89,electronics,ET,20,mobile,120.95,2,47,0
TXN005803,CUST00575,28.21,grocery,US,22,mobile,19.98,6,45,0
TXN005804,CUST01000,25.03,fuel,US,4,mobile,5.96,5,41,0
TXN005805,CUST00892,25.01,restaurant,US,4,desktop,113.54,3,65,0
TXN005806,CUST00012,17.89,retail,AE,11,desktop,23.35,3,48,0
TXN005807,CUST00141,23.43,travel,US,4,desktop,179.12,3,49,0
TXN005808,CUST00017,77.45,travel,GB,20,mobile,284.8,3,55,0
TXN005809,CUST01087,4.89,entertainment,US,12,mobile,5.79,4,46,0
TXN005810,CUST00253,195.84,fuel,US,10,mobile,170.52,2,24,0
TXN005811,CUST00465,53.72,online,US,20,mobile,304.34,4,69,0
TXN005812,CUST00376,31.74,retail,GB,0,desktop,104.18,2,71,0
TXN005813,CUST00981,82.01,electronics,US,11,desktop,578.07,2,71,0
TXN005814,CUST00520,7.75,entertainment,IN,5,mobile,21.22,5,32,0
TXN005815,CUST00090,17.04,electronics,US,10,mobile,70.21,5,73,0
TXN005816,CUST00720,29.34,entertainment,US,11,tablet,47.06,2,62,0
TXN005817,CUST00804,129.74,restaurant,US,5,mobile,1002.68,1,23,0
TXN005818,CUST00796,31.61,restaurant,AE,23,tablet,62.71,0,71,0
TXN005819,CUST00630,51.94,fuel,US,4,desktop,88.36,2,34,0
TXN005820,CUST01199,18.36,restaurant,US,17,mobile,338.64,2,50,0
TXN005821,CUST00076,53.88,restaurant,US,15,mobile,478.57,2,61,0
TXN005822,CUST00926,177.19,restaurant,US,12,tablet,499.78,1,18,0
TXN005823,CUST00400,89.62,fuel,CA,6,desktop,147.03,3,20,0
TXN005824,CUST00970,30.52,retail,US,13,mobile,195.94,4,30,0
TXN005825,CUST01095,65.07,fuel,DE,0,mobile,77.31,3,28,0
TXN005826,CUST01204,59.0,entertainment,ET,20,desktop,168.18,2,29,0
TXN005827,CUST01148,54.96,online,AE,20,mobile,64.91,3,35,0
TXN005828,CUST01405,100.68,grocery,US,11,mobile,246.7,8,57,0
TXN005829,CUST01317,99.93,grocery,US,2,mobile,66.07,3,33,0
TXN005830,CUST00797,29.16,online,IN,17,mobile,380.77,4,50,0
TXN005831,CUST00195,62.92,restaurant,FR,10,mobile,27.88,2,58,0
TXN005832,CUST00228,22.58,restaurant,US,19,mobile,152.67,2,21,0
TXN005833,CUST01455,13.16,travel,US,6,mobile,132.37,2,41,0
TXN005834,CUST01460,25.29,fuel,IN,9,mobile,55.11,2,53,0
TXN005835,CUST00461,30.68,electronics,US,18,tablet,5.11,6,64,0
TXN005836,CUST00618,6.29,entertainment,AE,12,desktop,28.94,3,63,0
TXN005837,CUST01045,78.28,fuel,US,13,mobile,619.29,2,71,0
TXN005838,CUST00064,2.08,fuel,US,14,desktop,510.37,5,61,0
TXN005839,CUST00165,500.1,retail,US,5,mobile,22.87,5,24,1
TXN005840,CUST00027,148.69,restaurant,US,6,desktop,84.56,1,26,0
TXN005841,CUST01335,25.51,online,US,12,mobile,112.63,2,54,0
TXN005842,CUST01012,33.43,retail,NG,15,mobile,117.04,3,36,0
TXN005843,CUST00285,44.83,online,GB,14,tablet,63.9,4,74,0
TXN005844,CUST00281,18.37,entertainment,DE,17,desktop,439.43,4,75,0
TXN005845,CUST00838,40.15,electronics,CA,2,mobile,430.44,2,46,0
TXN005846,CUST00831,28.67,online,US,15,tablet,3.44,3,23,0
TXN005847,CUST01188,30.14,grocery,US,0,desktop,188.97,2,53,0
TXN005848,CUST00918,39.7,retail,IN,23,tablet,13.91,5,75,0
TXN005849,CUST00224,8.9,entertainment,US,0,mobile,163.81,4,39,0
TXN005850,CUST00784,34.45,retail,US,18,tablet,362.99,2,39,0
TXN005851,CUST01170,39.0,fuel,IN,5,mobile,188.73,3,55,0
TXN005852,CUST00965,37.67,restaurant,US,10,desktop,113.91,4,60,0
TXN005853,CUST00950,26.69,grocery,AE,23,mobile,570.17,2,20,0
TXN005854,CUST01054,103.32,retail,AE,6,mobile,247.1,5,42,0
TXN005855,CUST00045,23.25,electronics,US,2,mobile,51.62,3,31,0
TXN005856,CUST00471,41.57,restaurant,US,5,mobile,88.07,2,22,0
TXN005857,CUST00034,121.18,online,IN,0,mobile,256.79,5,35,0
TXN005858,CUST00653,30.59,electronics,US,7,mobile,3.51,1,45,0
TXN005859,CUST01451,41.04,online,US,13,tablet,11.9,5,47,0
TXN005860,CUST00830,30.07,travel,US,3,desktop,353.16,5,53,0
TXN005861,CUST00221,114.13,fuel,CA,3,mobile,7.9,3,23,0
TXN005862,CUST00534,25.59,retail,FR,22,desktop,204.26,3,48,0
TXN005863,CUST00692,119.5,restaurant,IN,22,desktop,69.13,1,72,0
TXN005864,CUST01391,29.86,restaurant,NG,15,mobile,314.65,0,35,0
TXN005865,CUST00932,14.02,travel,IN,10,desktop,338.32,5,42,0
TXN005866,CUST00841,65.32,retail,US,21,desktop,551.67,2,51,0
TXN005867,CUST01011,24.42,electronics,DE,6,mobile,18.08,3,70,0
TXN005868,CUST00582,61.59,electronics,US,0,mobile,98.94,2,25,0
TXN005869,CUST01140,2.16,online,US,8,mobile,153.58,4,45,0
TXN005870,CUST00239,33.29,electronics,ET,5,desktop,445.97,0,24,0
TXN005871,CUST01359,20.91,retail,US,23,mobile,55.79,2,51,0
TXN005872,CUST00441,11.44,retail,NG,12,desktop,13.38,2,42,0
TXN005873,CUST00148,19.04,online,US,20,mobile,40.56,6,71,0
TXN005874,CUST01033,18.66,online,ET,11,desktop,123.18,5,18,0
TXN005875,CUST01312,31.56,grocery,US,22,tablet,205.69,3,60,0
TXN005876,CUST00388,8.44,fuel,US,18,desktop,211.2,0,19,0
TXN005877,CUST01074,45.43,fuel,US,16,desktop,13.97,2,51,0
TXN005878,CUST00916,129.83,electronics,US,22,mobile,257.94,0,49,0
TXN005879,CUST00638,43.86,restaurant,US,20,desktop,194.31,1,29,0
TXN005880,CUST00278,74.37,retail,IN,0,desktop,94.23,3,61,0
TXN005881,CUST00989,98.94,electronics,GB,8,desktop,152.37,6,71,0
TXN005882,CUST01324,114.03,online,US,21,desktop,262.78,5,43,0
TXN005883,CUST00589,214.89,grocery,US,22,mobile,54.71,1,71,0
TXN005884,CUST00649,20.1,electronics,US,7,desktop,506.51,2,39,0
TXN005885,CUST00618,16.14,entertainment,US,1,mobile,26.68,0,60,0
TXN005886,CUST00135,72.49,electronics,CA,17,mobile,418.51,2,48,0
TXN005887,CUST00580,67.24,online,US,3,mobile,243.07,3,50,0
TXN005888,CUST01171,71.93,restaurant,FR,0,mobile,194.46,2,39,0
TXN005889,CUST00490,219.05,electronics,US,23,desktop,15.58,5,65,0
TXN005890,CUST00478,33.49,retail,CA,20,desktop,452.41,2,25,0
TXN005891,CUST01183,50.71,online,CA,11,desktop,63.0,3,33,0
TXN005892,CUST00384,12.42,retail,US,15,tablet,246.4,2,45,0
TXN005893,CUST00163,280.15,retail,AE,22,desktop,389.0,3,31,1
TXN005894,CUST00441,23.65,retail,CA,17,tablet,50.42,5,21,1
TXN005895,CUST01213,24.33,retail,GB,4,desktop,442.88,5,41,0
TXN005896,CUST00415,23.41,grocery,US,15,mobile,170.39,5,36,0
TXN005897,CUST01363,17.38,retail,NG,8,mobile,193.67,1,71,0
TXN005898,CUST01205,15.97,grocery,DE,8,desktop,442.69,4,42,0
TXN005899,CUST00288,19.62,grocery,US,1,desktop,134.66,4,64,0
TXN005900,CUST00187,8.45,grocery,US,13,desktop,104.58,1,65,0
TXN005901,CUST01162,15.1,electronics,US,10,desktop,180.54,1,34,0
TXN005902,CUST00130,232.52,online,US,1,desktop,145.35,3,53,0
TXN005903,CUST00194,69.11,electronics,IN,15,mobile,11.42,2,19,0
TXN005904,CUST00316,83.59,grocery,US,20,desktop,35.83,4,62,0
TXN005905,CUST00144,107.47,travel,NG,18,desktop,2.46,2,44,1
TXN005906,CUST00016,207.29,travel,US,12,mobile,20.6,2,59,0
TXN005907,CUST01326,5.63,fuel,US,16,tablet,235.58,2,25,0
TXN005908,CUST00423,9.68,restaurant,IN,0,desktop,0.85,6,54,0
TXN005909,CUST00245,14.82,restaurant,US,20,mobile,65.34,2,22,0
TXN005910,CUST00927,20.7,restaurant,CA,18,mobile,107.39,3,63,0
TXN005911,CUST01131,24.52,restaurant,NG,15,desktop,499.97,1,21,0
TXN005912,CUST01112,21.18,online,IN,12,mobile,71.28,3,23,0
TXN005913,CUST00129,41.24,travel,AE,18,mobile,275.12,3,46,0
TXN005914,CUST00907,34.31,electronics,AE,2,mobile,94.6,4,25,1
TXN005915,CUST00887,16.07,electronics,GB,2,desktop,18.66,2,65,0
TXN005916,CUST00341,3.76,electronics,US,0,desktop,18.73,2,27,0
TXN005917,CUST00004,12.27,retail,DE,2,mobile,101.95,7,52,0
TXN005918,CUST01351,19.12,restaurant,IN,15,desktop,10.73,2,70,0
TXN005919,CUST01434,25.87,entertainment,US,20,tablet,152.59,2,27,0
TXN005920,CUST00306,10.7,fuel,US,7,desktop,122.49,2,63,0
TXN005921,CUST00908,20.27,grocery,CA,22,mobile,218.24,2,33,0
TXN005922,CUST00607,10.69,retail,DE,15,desktop,36.96,5,29,0
TXN005923,CUST01249,29.2,fuel,US,12,mobile,161.78,4,42,0
TXN005924,CUST01372,11.32,fuel,DE,12,mobile,34.52,0,32,0
TXN005925,CUST00992,14.17,electronics,CA,10,mobile,230.58,4,31,0
TXN005926,CUST00321,8.95,online,CA,3,mobile,66.05,1,23,0
TXN005927,CUST00559,28.4,restaurant,US,3,mobile,171.54,3,53,0
TXN005928,CUST01205,13.92,grocery,US,14,desktop,385.71,7,74,0
TXN005929,CUST00618,82.01,entertainment,CA,3,mobile,120.58,2,20,0
TXN005930,CUST00711,49.69,retail,CA,7,desktop,38.44,3,62,0
TXN005931,CUST01410,30.88,grocery,US,23,desktop,391.07,2,44,0
TXN005932,CUST01132,14.92,entertainment,US,1,mobile,79.93,0,34,0
TXN005933,CUST00531,48.45,fuel,US,14,desktop,235.85,4,42,0
TXN005934,CUST00410,66.07,grocery,US,22,mobile,69.44,4,69,0
TXN005935,CUST01320,38.19,electronics,IN,13,desktop,63.74,2,65,0
TXN005936,CUST00818,164.63,electronics,FR,20,mobile,184.91,0,52,0
TXN005937,CUST01195,52.44,fuel,AE,1,desktop,30.59,3,22,1
TXN005938,CUST01355,82.57,entertainment,US,2,mobile,363.1,4,47,0
TXN005939,CUST00493,37.85,grocery,US,10,mobile,88.27,1,35,0
TXN005940,CUST01219,65.08,online,US,6,mobile,3.5,5,37,0
TXN005941,CUST00012,14.93,fuel,DE,15,desktop,65.6,3,44,0
TXN005942,CUST00195,20.94,entertainment,US,21,desktop,276.65,2,61,0
TXN005943,CUST00490,46.96,grocery,FR,21,tablet,353.08,0,34,0
